Index,Book Name,Author,Rating,Number of Votes,Score,Image
1887,"A Dangerous Kind of Lady (Longhope Abbey, #2)",Mia Vincy,4.08,"2,980",68,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1888,"Speaking for Myself: Faith, Freedom, and the Fight of Our Lives Inside the Trump White House",Sarah Huckabee Sanders,4.42,"3,130",68,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1889,The Christmas Pig,J.K. Rowling,4.17,"33,834",68,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1890,The Way of Dog,Zana Fraillon,4.42,300,68,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1891,女神自助餐,劉芷妤,4.24,110,68,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1892,"Girl Gone Viral (Modern Love, #2)",Alisha Rai,3.7,"12,469",68,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1893,"Dangerous Honor (Dragon Royals, #2)",May Dawson,4.19,"6,788",68,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1894,The Ladies of the Secret Circus,Constance Sayers,3.83,"10,672",68,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1895,Maureen (Harold Fry #3),Rachel Joyce,3.95,"7,590",68,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1896,"The World Keeps Ending, and the World Goes On",Franny Choi,3.99,"4,025",68,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1897,Dogboy v Catfish,Luke Gracias,4.08,303,68,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1898,"Anti-Inflammatory Diet Solution: Heal Your Immune System, Boost Your Brain, Strengthen Your Heart",Stig Bengmark,3.9,21,68,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1899,"Carnage (L.O.R.D.S., #5)",Shantel Tessier,4.31,"50,773",68,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1900,I Want to Be Where the Normal People Are,Rachel Bloom,3.97,"14,942",68,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1901,The Locked Door,Freida McFadden,4.03,"365,524",68,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1902,Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,Michael Chabon,4.22,"1,447",67,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1903,Pando: A Living Wonder of Trees,Kate Allen Fox,4.46,270,67,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1904,The Collector’s Daughter: A gripping and sweeping tale of unforgettable discoveries and unforgiveable secrets for 2021,Gill Paul,3.76,"3,261",67,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1905,"Disfigured: On Fairy Tales, Disability, and Making Space",Amanda Leduc,4.08,"5,354",67,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1906,The Girls I've Been,Tess Sharpe,4.06,"47,144",67,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1907,Fire in Paradise: An American Tragedy,Alastair Gee,4.01,"1,620",67,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1908,The House Across the Lake,Riley Sager,3.6,"315,840",67,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1909,Code Name Sapphire,Pam Jenoff,3.87,"18,055",67,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1910,The Most Beautiful Girl in Cuba (The Perez Family #4),Chanel Cleeton,3.94,"16,045",67,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1911,"The Sinner (L.O.R.D.S., #2)",Shantel Tessier,4.04,"99,686",67,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1912,The Year 1000: When Explorers Connected the World—and Globalization Began,Valerie Hansen,3.69,"1,695",67,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1913,Hill Women: Finding Family and a Way Forward in the Appalachian Mountains,Cassie Chambers,3.96,"7,703",66,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1914,Doom: The Politics of Catastrophe,Niall Ferguson,3.65,"1,896",66,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1915,Elixir,Ellen Goodlett,3.8,35,66,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1916,"Gilded Mess (Three Bears, #1; Cheeky Fairy Tales, #1)",Colette Rhodes,4.07,"3,736",66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1917,Impatient Griselda,Margaret Atwood,3.58,60,66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1918,Is Mother Dead,Vigdis Hjorth,3.8,"4,533",66,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1919,Sisters Under the Rising Sun,Heather Morris,3.89,"12,867",66,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1920,Vesper Flights,Helen Macdonald,4.1,"7,681",66,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1921,Our American Friend,Anna Pitoniak,3.78,"2,897",66,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1922,"Carnival Hill (The Harlequin Crew, #3)",Caroline Peckham,4.42,"12,019",66,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1923,My Name Is Barbra,Barbra Streisand,4.19,"16,504",66,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1924,"The Guncle Abroad (The Guncle, #2)",Steven Rowley,3.95,"31,739",66,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1925,The Perfect Marriage,Jeneva Rose,3.97,"802,629",66,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1926,"We Thought We Knew You: A Terrifying True Story of Secrets, Betrayal, Deception, and Murder",M. William Phelps,4.1,"3,174",65,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1927,The Ogress and the Orphans,Kelly Barnhill,4.28,"7,355",65,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1928,"The Merciless Ones (The Gilded Ones, #2)",Namina Forna,3.9,"10,924",65,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1929,"Thief (Sterling Falls, #1)",S. Massery,4.22,"3,990",65,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1930,Shiner,Amy Jo Burns,3.87,"7,356",65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1931,All My Knotted-Up Life: A Memoir,Beth Moore,4.46,"38,814",65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1932,Dinosaurs: 10 Things You Should Know,Dean R. Lomax,4.44,560,65,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1933,"Drop Acid: The Surprising New Science of Uric Acid―The Key to Losing Weight, Controlling Blood Sugar, and Achieving Extraordinary Health",David Perlmutter,4.04,"1,030",65,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1934,"Paradise Lagoon (The Harlequin Crew, #4)",Caroline Peckham,4.45,"10,432",65,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1935,"Every Good Boy Does Fine: A Love Story, in Music Lessons",Jeremy Denk,4.04,"1,741",65,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1936,The Overnight Guest,Heather Gudenkauf,4.03,"113,088",65,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1937,"The Deep Rig: How Election Fraud Cost Donald J. Trump the White House, By a Man Who did not Vote for Him",Patrick M. Byrne,4.52,419,64,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1938,Cleanness,Garth Greenwell,3.8,"8,942",64,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1939,"Forbidden Honor (Dragon Royals, #1)",May Dawson,4.17,"9,640",64,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1940,An Indiscreet Princess,Georgie Blalock,3.67,827,64,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1941,Cult Classic,Sloane Crosley,3.29,"20,375",64,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1942,The Haunting Season: Ghostly Tales for Long Winter Nights,Bridget Collins,3.58,"7,361",64,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1943,Those We Thought We Knew,David Joy,4.3,"2,612",64,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1944,"Forever and a Day - A Those Who Wait story (Those Who Wait, #1.5)",Haley Cass,4.42,"5,971",64,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1945,"A Vow So Bold and Deadly (Cursebreakers, #3)",Brigid Kemmerer,3.78,"46,214",64,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1946,"Enemy of All Mankind: A True Story of Piracy, Power, and History's First Global Manhunt",Steven Johnson,3.9,"3,798",64,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1947,The Good Lie,A.R. Torre,4.13,"133,005",64,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1948,"Wicked Heart (Born to Die, #1)",Candace Wondrak,4.12,312,63,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1949,The Blue Butterfly: A Novel of Marion Davies,Leslie Johansen Nack,4.08,985,63,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1950,"A Marvellous Light (The Last Binding, #1)",Freya Marske,3.96,"41,892",63,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1951,The Upgrade: How the Female Brain Gets Stronger and Better in Midlife and Beyond,Louann Brizendine,3.89,444,63,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1952,"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,4.18,"197,893",63,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1953,"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham,4.23,"80,832",63,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1954,"Wrong Number, Right Woman",Jae,4.17,"3,292",63,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1955,"Generations: The Real Differences Between Gen Z, Millennials, Gen X, Boomers, and Silents―and What They Mean for America's Future",Jean M. Twenge,4.05,"4,002",63,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1956,Unmasked: Inside Antifa's Radical Plan to Destroy Democracy,Andy Ngo,4.17,"2,645",62,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1957,"Violent Heart (A Death So Sweet, #3)",Candace Wondrak,4.06,"3,185",62,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1958,Happy Hour,Jacquie Byron,3.93,"1,262",62,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1959,Misfit in Love,S.K. Ali,3.91,"1,644",62,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1960,Choice,Jodi Picoult,4.14,"4,112",62,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1961,"Love in the Time of Bertie (44 Scotland Street, #15)",Alexander McCall Smith,4.31,"2,943",62,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1962,Symphony of Secrets,Brendan Slocumb,4.27,"14,233",62,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1963,Hello Stranger,Katherine Center,3.94,"112,073",62,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1964,"Fated Throne (Zodiac Academy, #6)",Caroline Peckham,4.35,"103,748",62,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1965,Ways and Means: Lincoln and His Cabinet and the Financing of the Civil War,Roger Lowenstein,4.24,654,62,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1966,The Sins of Our Fathers (The Expanse #9.5),James S.A. Corey,4.14,"6,705",62,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1967,"Bright Lights, Prairie Dust: Reflections on Life, Loss, and Love from Little House's Ma",Karen Grassle,3.35,"1,228",61,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1968,Partners in Crime,Alisha Rai,3.68,"7,240",61,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1969,Vladimir,Julia May Jonas,3.45,"34,235",61,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1970,Radar Girls,Sara Ackerman,4.04,"8,512",61,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1971,The Storyteller: Tales of Life and Music,Dave Grohl,4.47,"150,874",61,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1972,Her Radiant Curse,Elizabeth Lim,4.17,"7,057",61,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1973,"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham,4.33,"117,295",61,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1974,A Sweet Sting of Salt,Rose Sutherland,3.86,"3,401",61,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1975,"Gods & Monsters (Serpent & Dove, #3)",Shelby Mahurin,3.96,"68,656",60,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1976,The American Adventuress,C.W. Gortner,4.08,"1,776",60,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1977,"While Justice Sleeps (Avery Keene, #1)",Stacey Abrams,3.96,"42,098",60,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1978,"Strike the Zither (Kingdom of Three, #1)",Joan He,3.73,"4,216",60,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1979,"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham,4.28,"133,782",60,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1980,The Genetic Lottery: Why DNA Matters for Social Equality,Kathryn Paige Harden,3.91,"1,371",60,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1981,"Down to a Science (I Heart Sapphfic Pride Collection, #1)",Haley Cass,4.16,"4,885",60,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1982,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,Candace Owens,4.41,"14,115",59,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1983,"Spy x Family, Vol. 8 (Spy × Family, #8)",Tatsuya Endo,4.52,"18,386",59,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1984,Light Rains Sometimes Fall: A British Year Through Japan's 72 Seasons,Lev Parikian,4.29,170,59,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1985,The Secret Book of Flora Lea,Patti Callahan Henry,4.06,"62,150",59,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
1986,The Murder Rule,Dervla McTiernan,3.67,"24,370",59,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
1987,The School for Good Mothers,Jessamine Chan,3.54,"113,434",59,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
1988,Alexandria: The Quest for the Lost City,Edmund Richardson,3.8,898,59,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
1989,The Last Green Valley,Mark T. Sullivan,4.49,"62,336",59,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
1990,Among the Beasts & Briars,Ashley Poston,3.77,"14,100",59,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
1991,"Vicious Fae (Ruthless Boys of the Zodiac, #3)",Caroline Peckham,4.36,"39,288",59,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
1992,"Grave Mistake (Don’t Call Me Hero, #5)",Eliza Lentzski,4.53,737,59,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
1993,In Pursuit of Love: One Woman’s Journey from Trafficked to Triumphant,Rebecca Bender,4.45,"1,168",58,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
1994,"Moon Witch, Spider King (The Dark Star Trilogy #2)",Marlon James,4.17,"4,608",58,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
1995,"Embrace the Darkness (Maura Quinn, #1)",Ashley N. Rostek,4.4,"5,525",58,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
1996,"Spy x Family, Vol. 7",Tatsuya Endo,4.38,"21,597",58,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
1997,You Let Me In,Camilla Bruce,3.65,"5,606",58,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
1998,The Eighth Detective,Alex Pavesi,3.51,"18,178",58,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
1999,Mirrorland,Carole Johnstone,3.61,"11,042",58,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2000,"Bookish and the Beast (Once Upon a Con, #3)",Ashley Poston,3.77,"19,135",58,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2001,"Broken Fae (Ruthless Boys of the Zodiac, #4)",Caroline Peckham,4.42,"35,679",58,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2002,"American Midnight: The Great War, a Violent Peace, and Democracy's Forgotten Crisis",Adam Hochschild,4.21,"4,192",58,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2003,The Unwilling,John Hart,4.15,"8,191",57,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2004,"A Touch of Chaos (Hades x Persephone Saga, #4)",Scarlett St. Clair,3.95,"35,860",57,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2005,Künstlers in Paradise,Cathleen Schine,3.52,"3,233",57,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2006,"Spy x Family, Vol. 6",Tatsuya Endo,4.4,"24,506",57,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2007,Did I Ever Tell You This?,Sam Neill,4.06,"4,858",57,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2008,"Subtle Blood (The Will Darling Adventures, #3)",K.J. Charles,4.45,"6,485",57,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2009,The Women of Chateau Lafayette,Stephanie Dray,4.26,"21,916",57,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2010,Asian American Histories of the United States,Catherine Ceniza Choy,3.99,494,57,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2011,Blood and Treasure: Daniel Boone and the Fight for America's First Frontier,Bob Drury,4.06,"3,225",56,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2012,A Lighted Lamp: Scenes of Christmas Through Time,Donna Fletcher Crow,4.27,11,56,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2013,What Souls Are Made Of: A Wuthering Heights Remix,Tasha Suri,3.82,747,56,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2014,"Dynasty (Boys of Winter, #1)",Sheridan Anne,4.12,"11,049",56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2015,"Spy x Family, Vol. 4",Tatsuya Endo,4.55,"33,274",56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2016,"Not Forever, But For Now",Chuck Palahniuk,3.1,"3,953",56,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2017,"The Sugared Game (The Will Darling Adventures, #2)",K.J. Charles,4.26,"7,835",56,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2018,After the Fall: Being American in the World We've Made,Ben Rhodes,4.21,"4,536",56,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2019,When We Were Infinite,Kelly Loy Gilbert,3.72,"1,462",56,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2020,"The Scepter (The Mortal Fates, #0.1)",J. Bree,4.07,"5,220",56,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2021,"Majesty (American Royals, #2)",Katharine McGee,3.75,"75,045",55,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2022,The Inheritance of Orquídea Divina,Zoraida Córdova,3.93,"30,360",55,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2023,The Bookshop of Second Chances,Jackie Fraser,3.58,"15,546",55,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2024,Normal Rules Don't Apply,Kate Atkinson,3.71,"7,869",55,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2025,"Slippery Creatures (The Will Darling Adventures, #1)",K.J. Charles,4.04,"12,322",55,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2026,"Joe Biden: The Life, the Run, and What Matters Now",Evan Osnos,3.71,"3,302",55,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2027,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",Nicole LePera,4.14,"29,288",55,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
2028,"Finlay Donovan Rolls the Dice (Finlay Donovan, #4)",Elle Cosimano,3.91,"36,028",55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDaAFfKcHprDWONOpVFMr7o3LVqCABWYAvSA&s
2029,The Diamond Eye,Kate Quinn,4.29,"154,342",55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyw539wUmRrX3aS1BrRbQ0V68NG62jXaPV_A&s
2030,"Steel Fear (Finn Thrillers, #1)",Brandon Webb,4.22,"1,946",54,"https://m.media-amazon.com/images/I/81O1r4lSMcL._UF1000,1000_QL80_.jpg"
2031,Today a Woman Went Mad in the Supermarket: Stories,Hilma Wolitzer,3.75,"4,003",54,"https://m.media-amazon.com/images/I/81ekmXqs1NL._UF1000,1000_QL80_.jpg"
2032,"Queen Crow (Queen Crow, #3)",J. Bree,4.44,"5,581",54,"https://m.media-amazon.com/images/I/81CBonEmekL._AC_UF1000,1000_QL80_.jpg"
2033,"Deity (Boys of Winter, #4)",Sheridan Anne,4.38,"6,185",54,"https://m.media-amazon.com/images/I/91z7oO-Qt6L._UF1000,1000_QL80_.jpg"
2034,Love Betrayal Murder,Adam Mitzner,3.95,"1,040",54,"https://m.media-amazon.com/images/I/71V1QZH1q1L._UF1000,1000_QL80_.jpg"
2035,The Good Servant,Fern Britton,4.28,"1,514",54,"https://m.media-amazon.com/images/I/81Le5wW1nKL._AC_UF1000,1000_QL80_.jpg"
2036,Before I Saw You,Emily Houghton,3.93,"7,535",54,"https://m.media-amazon.com/images/I/71bgrXZvbuS._UF1000,1000_QL80_.jpg"
2037,Private Rogue (Private #16),James Patterson,4.31,"8,300",54,"https://m.media-amazon.com/images/I/81zD9kaVW9L._AC_UF1000,1000_QL80_.jpg"
2038,Apollo's Arrow: The Profound and Enduring Impact of Coronavirus on the Way We Live,Nicholas A. Christakis,4.01,"2,750",54,"https://m.media-amazon.com/images/I/81J6APjwxlL._AC_UF1000,1000_QL80_.jpg"
2039,"The Steel Beneath the Silk (The Emma of Normandy Trilogy, #3)",Patricia Bracewell,4.41,681,54,https://m.media-amazon.com/images/I/71L5YkwBarL.jpg
2040,No Land to Light On,Yara Zgheib,"really liked it
4.00","3,938",54,https://m.media-amazon.com/images/I/91xBRNN9AuL.jpg
2041,"Damaged (Boys of Winter, #2)",Sheridan Anne,4.32,"7,942",54,"https://m.media-amazon.com/images/I/91XR4jelO5L._UF1000,1000_QL80_.jpg"
